Filename,Validity Has Exception,Validity Problem Count,Validity Message,FMI Version,Co-Simulation,Model Exchange,Param Count,Input Count,Output Count,Generation Tool
results/downloads\LBNL-ETA\ESL\FMUs_ExtremumSeeking_Controllers_Continuous_ES_0ADV_02D.fmu,False,0,,2.0,True,True,54,1,2,"Dymola Version 2020 (64-bit), 2019-04-10 (requires license to execute)"
results/downloads\LBNL-ETA\ESL\FMUs_ExtremumSeeking_Controllers_Continuous_ES_0BASIC.fmu,False,0,,2.0,True,True,21,1,1,"Dymola Version 2020 (64-bit), 2019-04-10 (requires license to execute)"
results/downloads\LBNL-ETA\ESL\FMUs_ExtremumSeeking_Controllers_Discrete_discrete_0ES_0ADV.fmu,False,1,ModelStructure/InitialUnknowns does not contain the expected set of variables. E...,2.0,True,True,12,1,3,"Dymola Version 2020 (64-bit), 2019-04-10 (requires license to execute)"
results/downloads\LBNL-ETA\ESL\FMUs_ExtremumSeeking_Controllers_Discrete_discrete_0ES_0BASIC.fmu,False,1,ModelStructure/InitialUnknowns does not contain the expected set of variables. E...,2.0,True,True,7,1,3,"Dymola Version 2020 (64-bit), 2019-04-10 (requires license to execute)"
results/downloads\LBNL-ETA\ESL\FMUs_ExtremumSeeking_Controllers_Discrete_discrete_0ES_0MFS.fmu,False,1,ModelStructure/InitialUnknowns does not contain the expected set of variables. E...,2.0,True,True,12,1,3,"Dymola Version 2020 (64-bit), 2019-04-10 (requires license to execute)"
results/downloads\LBNL-ETA\ESL\FMUs_ExtremumSeeking_Controllers_Discrete_discrete_0ES_0SFS.fmu,False,1,ModelStructure/InitialUnknowns does not contain the expected set of variables. E...,2.0,True,True,15,1,3,"Dymola Version 2020 (64-bit), 2019-04-10 (requires license to execute)"
results/downloads\LBNL-ETA\FlexDRL\fmu_models_EPlus_FMU_v0_FlexlabXR_v0_SFO_2013.fmu,False,0,,1.0,True,False,0,12,16,idf-to-fmu-export-prep-linux
results/downloads\LBNL-ETA\FlexDRL\fmu_models_EPlus_FMU_v0_FlexlabXR_v0_SFO_2015.fmu,False,0,,1.0,True,False,0,12,16,idf-to-fmu-export-prep-linux
results/downloads\LBNL-ETA\FlexDRL\fmu_models_EPlus_FMU_v0_FlexlabXR_v0_SFO_2017.fmu,False,0,,1.0,True,False,0,12,16,idf-to-fmu-export-prep-linux
results/downloads\LBNL-ETA\FlexDRL\fmu_models_EPlus_FMU_v0_FlexlabXR_v0_flexlab_2018.fmu,False,0,,1.0,True,False,0,12,16,idf-to-fmu-export-prep-linux
results/downloads\LBNL-ETA\FlexDRL\fmu_models_EPlus_FMU_v1_FlexlabXR_v1_Chicago_TMY.fmu,False,0,,1.0,True,False,0,12,16,idf-to-fmu-export-prep-linux
results/downloads\LBNL-ETA\FlexDRL\fmu_models_EPlus_FMU_v1_FlexlabXR_v1_SFO_2014.fmu,False,0,,1.0,True,False,0,12,16,idf-to-fmu-export-prep-linux
results/downloads\LBNL-ETA\FlexDRL\fmu_models_EPlus_FMU_v1_FlexlabXR_v1_SFO_2017.fmu,False,0,,1.0,True,False,0,12,16,idf-to-fmu-export-prep-linux
results/downloads\LBNL-ETA\FlexDRL\fmu_models_EPlus_FMU_v1_FlexlabXR_v1_SFO_TMY.fmu,False,0,,1.0,True,False,0,12,16,idf-to-fmu-export-prep-linux
results/downloads\LBNL-ETA\FlexDRL\fmu_models_EPlus_FMU_v2_FlexlabXR_v2_Chicago_TMY.fmu,False,0,,1.0,True,False,0,12,16,idf-to-fmu-export-prep-linux
results/downloads\LBNL-ETA\FlexDRL\fmu_models_EPlus_FMU_v2_FlexlabXR_v2_SFO_2013.fmu,False,0,,1.0,True,False,0,12,16,idf-to-fmu-export-prep-linux
results/downloads\LBNL-ETA\FlexDRL\fmu_models_EPlus_FMU_v2_FlexlabXR_v2_SFO_2014.fmu,False,0,,1.0,True,False,0,12,16,idf-to-fmu-export-prep-linux
results/downloads\LBNL-ETA\FlexDRL\fmu_models_EPlus_FMU_v2_FlexlabXR_v2_SFO_2015.fmu,False,0,,1.0,True,False,0,12,16,idf-to-fmu-export-prep-linux
results/downloads\LBNL-ETA\FlexDRL\fmu_models_EPlus_FMU_v2_FlexlabXR_v2_SFO_TMY.fmu,False,0,,1.0,True,False,0,12,16,idf-to-fmu-export-prep-linux
results/downloads\LBNL-ETA\FlexDRL\fmu_models_EPlus_FMU_v2_FlexlabXR_v2_flexlab_2018.fmu,False,0,,1.0,True,False,0,12,16,idf-to-fmu-export-prep-linux
results/downloads\LBNL-ETA\FlexDRL\fmu_models_EPlus_FMU_v3_FlexlabXR_v3_SFO_2013.fmu,False,0,,1.0,True,False,0,12,15,idf-to-fmu-export-prep-linux
results/downloads\LBNL-ETA\FlexDRL\fmu_models_EPlus_FMU_v3_FlexlabXR_v3_SFO_2014.fmu,False,0,,1.0,True,False,0,12,15,idf-to-fmu-export-prep-linux
results/downloads\LBNL-ETA\FlexDRL\fmu_models_EPlus_FMU_v3_FlexlabXR_v3_flexlab_2020_new.fmu,False,0,,1.0,True,False,0,12,15,idf-to-fmu-export-prep-linux
results/downloads\LBNL-ETA\FlexDRL\fmu_models_PV_FMU_PV_SFO_2013.fmu,False,0,,2.0,True,False,76,1,2,JModelica.org
results/downloads\LBNL-ETA\FlexDRL\fmu_models_PV_FMU_PV_SFO_2014.fmu,False,0,,2.0,True,False,76,1,2,JModelica.org
results/downloads\LBNL-ETA\FlexDRL\fmu_models_PV_FMU_PV_SFO_2015.fmu,False,0,,2.0,True,False,76,1,2,JModelica.org
results/downloads\LBNL-ETA\FlexDRL\fmu_models_PV_FMU_PV_SFO_2017.fmu,False,0,,2.0,True,False,76,1,2,JModelica.org
results/downloads\LBNL-ETA\FlexDRL\fmu_models_PV_FMU_PV_SFO_TMY.fmu,False,0,,2.0,True,False,76,1,2,JModelica.org
results/downloads\LBNL-ETA\FlexDRL\fmu_models_archive_fmu_2_FlexlabXR_fmu_2013.fmu,False,0,,1.0,True,False,0,12,21,idf-to-fmu-export-prep-linux
results/downloads\LBNL-ETA\FlexDRL\fmu_models_archive_fmu_2_FlexlabXR_fmu_2014.fmu,False,0,,1.0,True,False,0,12,21,idf-to-fmu-export-prep-linux
results/downloads\LBNL-ETA\FlexDRL\fmu_models_archive_fmu_2_FlexlabXR_fmu_TMY.fmu,False,0,,1.0,True,False,0,12,21,idf-to-fmu-export-prep-linux
results/downloads\LBNL-ETA\FlexDRL\fmu_models_archive_fmu_2_FlexlabXR_v1_Chicago_TMY.fmu,False,0,,1.0,True,False,0,12,16,idf-to-fmu-export-prep-linux
results/downloads\LBNL-ETA\FlexDRL\fmu_models_archive_fmu_2_PV_2014.fmu,False,0,,2.0,True,False,76,1,2,JModelica.org
results/downloads\LBNL-ETA\FlexDRL\fmu_models_archive_fmu_2_PV_2017.fmu,False,0,,2.0,True,False,76,1,2,JModelica.org
results/downloads\LBNL-ETA\FlexDRL\fmu_models_archive_fmu_2_PV_TMY.fmu,False,0,,2.0,True,False,76,1,2,JModelica.org
results/downloads\LBNL-ETA\FlexDRL\fmu_models_archive_fmu_HVAC_Sha_lig_fmu_AB.fmu,False,0,,1.0,True,False,0,12,25,idf-to-fmu-export-prep-linux
results/downloads\LBNL-ETA\FlexDRL\fmu_models_archive_fmu_HVAC_Sha_lig_fmu_AB_test.fmu,False,0,,1.0,True,False,0,12,25,idf-to-fmu-export-prep-linux
results/downloads\LBNL-ETA\FlexDRL\fmu_models_archive_fmu_PV2015_test.fmu,False,0,,2.0,True,False,76,1,2,JModelica.org
results/downloads\LBNL-ETA\FlexDRL\fmu_models_archive_fmu_PV2016.fmu,False,0,,2.0,True,False,76,1,2,JModelica.org
results/downloads\LBNL-ETA\FlexDRL\fmu_models_archive_fmu_PV2018.fmu,False,0,,2.0,True,False,76,1,2,JModelica.org
results/downloads\LBNL-ETA\FlexDRL\fmu_models_battery.fmu,False,0,,2.0,True,False,45,1,3,JModelica.org
results/downloads\LBNL-ETA\SolarPlus-Optimizer\drivers_xbos_drivers_battery_emulator_SolarPlus_Batteries_Emulator.fmu,False,0,,2.0,False,True,51,2,2,JModelica.org
results/downloads\LILY-lyn\LILY-lyn.github.io\model_AirConditionSystem.fmu,False,0,,2.0,True,True,426,0,0,OpenModelica Compiler OpenModelica v1.19.2 (64-bit)
results/downloads\Leeharim-korean\fmi-tutorial\Heater.fmu,False,0,,2.0,True,True,10,1,2,"Dymola Version 2022 (64-bit), 2021-04-14"
results/downloads\LeonardWilleke\fmi-runner\FMUs_FallingBall.fmu,False,0,,3.0,True,True,3,0,1,Reference FMUs (development build)
results/downloads\LeonardWilleke\fmi-runner\FMUs_Oscillator.fmu,False,2,ModelStructure/Outputs must have exactly one entry for each variable with causal...,3.0,True,True,10,0,0,Reference FMUs (development build)
results/downloads\Lunettes14\Only-Neuronets\FinalBat.fmu,False,0,,2.0,True,True,92,0,0,OpenModelica Compiler OpenModelica v1.18.1 (64-bit)
results/downloads\MaliaCataleya\edc\pyfmi_PyFMI-2.5_src_pyfmi_examples_files_FMUs_CS1.0_bouncingBall.fmu,False,0,,1.0,True,False,2,0,0,
results/downloads\MaliaCataleya\edc\pyfmi_PyFMI-2.5_src_pyfmi_examples_files_FMUs_CS2.0_bouncingBall.fmu,False,0,,2.0,True,False,2,0,0,
results/downloads\MaliaCataleya\edc\pyfmi_PyFMI-2.5_src_pyfmi_examples_files_FMUs_ME1.0_SecondOrder.fmu,False,0,,1.0,False,True,43,1,0,Optimica Compiler Toolkit
results/downloads\MaliaCataleya\edc\pyfmi_PyFMI-2.5_src_pyfmi_examples_files_FMUs_ME1.0_bouncingBall.fmu,False,0,,1.0,False,True,2,0,0,
results/downloads\MaliaCataleya\edc\pyfmi_PyFMI-2.5_src_pyfmi_examples_files_FMUs_ME2.0_bouncingBall.fmu,False,0,,2.0,False,True,2,0,0,
results/downloads\MaliaCataleya\edc\uploads_Rectifier.fmu,False,1,ModelStructure/InitialUnknowns does not contain the expected set of variables. E...,2.0,True,False,2,0,1,MapleSim (1196527/1196706/1196706)
results/downloads\MaliaCataleya\edc\uploads_bouncingBall.fmu,False,0,,1.0,False,True,2,0,0,
results/downloads\MallikarjunGM\Submission_IPG\Plugins_MyBatteryCU_FMU.fmu,False,0,,1.0,True,False,1,3,3,
results/downloads\MallikarjunGM\Submission_IPG\Plugins_MyBrakeSrc_FMU.fmu,False,1,"ERROR (line 6, column 0): Element 'fmiModelDescription': Character content other...",2.0,True,False,4,1,4,
results/downloads\MallikarjunGM\Submission_IPG\Plugins_MyDriveLine_FMU.fmu,False,0,,1.0,True,False,5,15,25,
results/downloads\MallikarjunGM\Submission_IPG\Plugins_MyEngineCU_FMU.fmu,False,0,,1.0,True,False,5,5,3,
results/downloads\MallikarjunGM\Submission_IPG\Plugins_MyEngine_FMU.fmu,False,0,,1.0,True,False,2,4,2,
results/downloads\MallikarjunGM\Submission_IPG\Plugins_MyEnvironment_FMU.fmu,False,0,,1.0,True,False,2,0,2,
results/downloads\MallikarjunGM\Submission_IPG\Plugins_MyGeneric_FMU.fmu,False,0,,1.0,True,False,2,1,2,
results/downloads\MallikarjunGM\Submission_IPG\Plugins_MyMotorCU_FMU.fmu,False,0,,1.0,True,False,3,5,1,
results/downloads\MallikarjunGM\Submission_IPG\Plugins_MyMotor_FMU.fmu,False,0,,1.0,True,False,1,2,3,
results/downloads\MallikarjunGM\Submission_IPG\Plugins_MyPTControl_FMU.fmu,False,0,,1.0,True,False,1,7,9,
results/downloads\MallikarjunGM\Submission_IPG\Plugins_MyPowerSupply_FMU.fmu,False,0,,1.0,True,False,4,1,5,
results/downloads\MallikarjunGM\Submission_IPG\Plugins_MyPowerTrainXWD_FMU.fmu,False,0,,1.0,True,False,0,4,14,
results/downloads\MallikarjunGM\Submission_IPG\Plugins_MyPowerTrain_FMU.fmu,False,0,,1.0,True,False,5,14,27,
results/downloads\MallikarjunGM\Submission_IPG\Plugins_MySteeringSrc_FMU.fmu,False,1,"ERROR (line 17, column 0): Element 'CoSimulation': This element is not expected....",1.0,True,False,6,6,13,
results/downloads\MallikarjunGM\Submission_IPG\Plugins_MySuspExtForces_FMU.fmu,False,1,"ERROR (line 11, column 0): Element 'ModelVariables': Character content other tha...",1.0,True,False,38,16,16,
results/downloads\MallikarjunGM\Submission_IPG\Plugins_MySusp_Buffer_FMU.fmu,False,0,,1.0,True,False,4,1,1,
results/downloads\MallikarjunGM\Submission_IPG\Plugins_MySusp_Damper_FMU.fmu,False,0,,1.0,True,False,2,1,1,
results/downloads\MallikarjunGM\Submission_IPG\Plugins_MySusp_ParasiticStiffness_FMU.fmu,False,0,,1.0,True,False,2,1,1,
results/downloads\MallikarjunGM\Submission_IPG\Plugins_MySusp_Spring_FMU.fmu,False,0,,1.0,True,False,3,1,1,
results/downloads\MallikarjunGM\Submission_IPG\Plugins_MySusp_Stabi_FMU.fmu,False,0,,1.0,True,False,1,2,2,
results/downloads\MallikarjunGM\Submission_IPG\Plugins_MyTransmCU_FMU.fmu,False,0,,1.0,True,False,10,7,3,
results/downloads\MallikarjunGM\Submission_IPG\Plugins_MyUserDriver_FMU.fmu,False,0,,1.0,True,False,10,15,11,
results/downloads\MarcusAdielsonGuichet\Test-Bench-Digital-Twin\Into%20cps%20folders_cosim_FMUs_cantilever_cantilever.fmu,False,0,,2.0,True,False,15,2,8,unifmu
results/downloads\MichaelDono\sit_SingleWaterTank\FMUs_SingleWT.fmu,False,1,ModelStructure/InitialUnknowns does not contain the expected set of variables. E...,2.0,True,False,2,1,1,Overture Tool FMI Exporter
results/downloads\MichaelDono\sit_SingleWaterTank\FMUs_WaterTank_Control.fmu,False,0,,2.0,False,True,2,1,1,OpenModelica Compiler OpenModelica v1.10.0-dev-637-gdf84bca
results/downloads\MichaelDono\sit_SingleWaterTank\FMUs_WaterTank_SingleWaterTank.fmu,False,1,ModelStructure/InitialUnknowns does not contain the expected set of variables. E...,2.0,False,True,8,1,1,OpenModelica Compiler OpenModelica v1.10.0-dev-637-gdf84bca
results/downloads\MichaelDono\sit_SingleWaterTank\FMUs_singlewatertank-20sim.fmu,False,1,ModelStructure/InitialUnknowns does not contain the expected set of variables. E...,2.0,True,False,7,1,1,20-sim
results/downloads\MichaelDono\sit_SingleWaterTank\FMUs_watertankController-SourceCode.fmu,False,1,ModelStructure/InitialUnknowns does not contain the expected set of variables. E...,2.0,True,False,2,1,1,Overture Tool FMI Exporter - v0.1.7-SNAPSHOT
results/downloads\MichaelDono\sit_SingleWaterTank\FMUs_watertankController-Standalone.fmu,False,1,ModelStructure/InitialUnknowns does not contain the expected set of variables. E...,2.0,True,False,2,1,1,Overture Tool FMI Exporter - v0.1.7-SNAPSHOT
results/downloads\MichaelDono\sit_SingleWaterTank\FMUs_watertankController.fmu,False,1,ModelStructure/InitialUnknowns does not contain the expected set of variables. E...,2.0,True,False,2,1,1,Overture Tool FMI Exporter - v0.2.1-SNAPSHOT
results/downloads\MichaelDono\sit_SingleWaterTank\FMUs_watertankController_Standalone.fmu,False,1,ModelStructure/InitialUnknowns does not contain the expected set of variables. E...,2.0,True,False,2,1,1,Overture Tool FMI Exporter - v0.2.9-SNAPSHOT
results/downloads\MichaelDono\sit_SingleWaterTank\FMUs_watertankcontroller-c.fmu,False,1,ModelStructure/InitialUnknowns does not contain the expected set of variables. E...,2.0,True,False,2,1,1,
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario1_COGplant.fmu,False,1,"ERROR (line 40, column 0): Element 'VendorAnnotations': This element is not expe...",1.0,True,False,0,3,6,FMI++ TRNSYS Export Utility
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario1_EplusModels_Model_FMU_Residential_DH_1.fmu,False,0,,1.0,True,False,0,1,2,idf-to-fmu-export-prep-win.exe
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario1_EplusModels_Model_FMU_Residential_DH_2.fmu,False,0,,1.0,True,False,0,1,2,idf-to-fmu-export-prep-win.exe
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario1_Residential_DH_1.fmu,False,0,,1.0,True,False,0,1,2,idf-to-fmu-export-prep-win.exe
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario1_Residential_DH_2.fmu,False,0,,1.0,True,False,0,1,2,idf-to-fmu-export-prep-win.exe
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario1_TrnsysModels_Model_FMU_COGplant.fmu,False,1,"ERROR (line 40, column 0): Element 'VendorAnnotations': This element is not expe...",1.0,True,False,0,3,6,FMI++ TRNSYS Export Utility
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario2_COGplant.fmu,False,1,"ERROR (line 40, column 0): Element 'VendorAnnotations': This element is not expe...",1.0,True,False,0,3,6,FMI++ TRNSYS Export Utility
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario2_EplusModels_Model_FMU_Residential_DH_1.fmu,False,0,,1.0,True,False,0,1,2,idf-to-fmu-export-prep-win.exe
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario2_EplusModels_Model_FMU_Residential_DH_2.fmu,False,0,,1.0,True,False,0,1,2,idf-to-fmu-export-prep-win.exe
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario2_Residential_DH_1.fmu,False,0,,1.0,True,False,0,1,2,idf-to-fmu-export-prep-win.exe
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario2_Residential_DH_2.fmu,False,0,,1.0,True,False,0,1,2,idf-to-fmu-export-prep-win.exe
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario2_TrnsysModels_Model_FMU_COGplant.fmu,False,1,"ERROR (line 40, column 0): Element 'VendorAnnotations': This element is not expe...",1.0,True,False,0,3,6,FMI++ TRNSYS Export Utility
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario3_COGplant.fmu,False,1,"ERROR (line 40, column 0): Element 'VendorAnnotations': This element is not expe...",1.0,True,False,0,3,6,FMI++ TRNSYS Export Utility
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario3_EplusModels_Model_FMU_Residential_DH_1.fmu,False,0,,1.0,True,False,0,1,2,idf-to-fmu-export-prep-win.exe
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario3_EplusModels_Model_FMU_Residential_DH_2.fmu,False,0,,1.0,True,False,0,1,2,idf-to-fmu-export-prep-win.exe
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario3_Residential_DH_1.fmu,False,0,,1.0,True,False,0,1,2,idf-to-fmu-export-prep-win.exe
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario3_Residential_DH_2.fmu,False,0,,1.0,True,False,0,1,2,idf-to-fmu-export-prep-win.exe
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario3_TrnsysModels_Model_FMU_COGplant.fmu,False,1,"ERROR (line 40, column 0): Element 'VendorAnnotations': This element is not expe...",1.0,True,False,0,3,6,FMI++ TRNSYS Export Utility
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario4_COGplant.fmu,False,1,"ERROR (line 40, column 0): Element 'VendorAnnotations': This element is not expe...",1.0,True,False,0,3,6,FMI++ TRNSYS Export Utility
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario4_EplusModels_Model_FMU_Residential_DH_1.fmu,False,0,,1.0,True,False,0,1,2,idf-to-fmu-export-prep-win.exe
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario4_EplusModels_Model_FMU_Residential_DH_2.fmu,False,0,,1.0,True,False,0,1,2,idf-to-fmu-export-prep-win.exe
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario4_Residential_DH_1.fmu,False,0,,1.0,True,False,0,1,2,idf-to-fmu-export-prep-win.exe
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario4_Residential_DH_2.fmu,False,0,,1.0,True,False,0,1,2,idf-to-fmu-export-prep-win.exe
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario4_TrnsysModels_Model_FMU_COGplant.fmu,False,1,"ERROR (line 40, column 0): Element 'VendorAnnotations': This element is not expe...",1.0,True,False,0,3,6,FMI++ TRNSYS Export Utility
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario5_COGplant.fmu,False,1,"ERROR (line 40, column 0): Element 'VendorAnnotations': This element is not expe...",1.0,True,False,0,3,6,FMI++ TRNSYS Export Utility
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario5_EplusModels_Model_FMU_Residential_DH_1.fmu,False,0,,1.0,True,False,0,1,2,idf-to-fmu-export-prep-win.exe
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario5_EplusModels_Model_FMU_Residential_DH_2.fmu,False,0,,1.0,True,False,0,1,2,idf-to-fmu-export-prep-win.exe
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario5_Residential_DH_1.fmu,False,0,,1.0,True,False,0,1,2,idf-to-fmu-export-prep-win.exe
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario5_Residential_DH_2.fmu,False,0,,1.0,True,False,0,1,2,idf-to-fmu-export-prep-win.exe
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario5_TrnsysModels_Model_FMU_COGplant.fmu,False,1,"ERROR (line 40, column 0): Element 'VendorAnnotations': This element is not expe...",1.0,True,False,0,3,6,FMI++ TRNSYS Export Utility
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario6_COGplant.fmu,False,1,"ERROR (line 40, column 0): Element 'VendorAnnotations': This element is not expe...",1.0,True,False,0,3,6,FMI++ TRNSYS Export Utility
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario6_EplusModels_Model_FMU_Residential_DH_1.fmu,False,0,,1.0,True,False,0,1,2,idf-to-fmu-export-prep-win.exe
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario6_EplusModels_Model_FMU_Residential_DH_2.fmu,False,0,,1.0,True,False,0,1,2,idf-to-fmu-export-prep-win.exe
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario6_Residential_DH_1.fmu,False,0,,1.0,True,False,0,1,2,idf-to-fmu-export-prep-win.exe
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario6_Residential_DH_2.fmu,False,0,,1.0,True,False,0,1,2,idf-to-fmu-export-prep-win.exe
results/downloads\MonicaKTH\CaseStudy_ThermalMass\Scenario6_TrnsysModels_Model_FMU_COGplant.fmu,False,1,"ERROR (line 40, column 0): Element 'VendorAnnotations': This element is not expe...",1.0,True,False,0,3,6,FMI++ TRNSYS Export Utility
results/downloads\NREL\BEEAM\FMU_benchtop_demo_fmu_in.fmu,False,1,ModelStructure/InitialUnknowns does not contain the expected set of variables. E...,2.0,True,False,0,2,16,idf-to-fmu-export-prep-linux
results/downloads\NREL\BEEAM\FMU_flexlab_demo_3_fmu_ubuntu_in.fmu,False,1,ModelStructure/InitialUnknowns does not contain the expected set of variables. E...,2.0,True,False,0,3,15,idf-to-fmu-export-prep-linux
results/downloads\NREL\BEEAM\FMU_flexlab_demo_3_fmu_win64_in.fmu,False,1,ModelStructure/InitialUnknowns does not contain the expected set of variables. E...,2.0,True,False,0,3,15,idf-to-fmu-export-prep-win.exe
results/downloads\NREL\boptest-service\boptest_testcases_bestest_air_models_wrapped.fmu,False,0,,2.0,False,True,691,8,35,JModelica.org
results/downloads\NREL\boptest-service\boptest_testcases_bestest_hydronic_heat_pump_models_wrapped.fmu,False,1,ModelStructure/InitialUnknowns does not contain the expected set of variables. E...,2.0,False,True,1154,8,40,JModelica.org
results/downloads\NREL\boptest-service\boptest_testcases_bestest_hydronic_models_wrapped.fmu,False,0,,2.0,False,True,930,8,31,JModelica.org
results/downloads\NREL\boptest-service\boptest_testcases_multizone_office_simple_air_models_wrapped.fmu,False,1,ModelStructure/InitialUnknowns does not contain the expected set of variables. E...,2.0,False,True,3654,58,95,JModelica.org
results/downloads\NREL\boptest-service\boptest_testcases_multizone_residential_hydronic_models_wrapped.fmu,False,1,ModelStructure/InitialUnknowns does not contain the expected set of variables. E...,2.0,False,True,4218,54,83,JModelica.org
results/downloads\NREL\boptest-service\boptest_testcases_singlezone_commercial_hydronic_models_wrapped.fmu,False,0,,2.0,False,True,1332,16,46,JModelica.org
results/downloads\NREL\boptest-service\boptest_testcases_testcase1_models_wrapped.fmu,False,0,,2.0,False,True,81,2,4,JModelica.org
results/downloads\NREL\boptest-service\boptest_testcases_testcase2_models_wrapped.fmu,False,1,ModelStructure/InitialUnknowns does not contain the expected set of variables. E...,2.0,False,True,809,4,8,JModelica.org
results/downloads\NREL\boptest-service\boptest_testcases_testcase3_models_wrapped.fmu,False,0,,2.0,False,True,116,4,8,JModelica.org
results/downloads\NTNU-IHB\FMI4cpp\resources_fmus_2.0_cs_20sim_4.6.4.8004_ControlledTemperature_ControlledTemperature.fmu,False,1,ModelStructure/InitialUnknowns does not contain the expected set of variables. E...,2.0,True,False,19,0,2,20-sim
results/downloads\NTNU-IHB\FMI4cpp\resources_fmus_2.0_cs_20sim_4.6.4.8004_TorsionBar_TorsionBar.fmu,False,1,ModelStructure/InitialUnknowns does not contain the expected set of variables. E...,2.0,True,False,48,0,2,20-sim
results/downloads\NTNU-IHB\FMI4cpp\resources_fmus_2.0_cs_OpenModelica_v1.11.0_FmuExportCrossCompile_FmuExportCrossCompile.fmu,False,1,ModelStructure/InitialUnknowns does not contain the expected set of variables. E...,2.0,True,True,2,0,0,OpenModelica Compiler OMCompiler v1.12.0-dev.131+gc80769b
results/downloads\NTNU-IHB\FMI4cpp\resources_fmus_2.0_me_OpenModelica_v1.11.0_FmuExportCrossCompile_FmuExportCrossCompile.fmu,False,1,ModelStructure/InitialUnknowns does not contain the expected set of variables. E...,2.0,True,True,2,0,0,OpenModelica Compiler OMCompiler v1.12.0-dev.131+gc80769b
results/downloads\NTNU-IHB\FMI4cpp\resources_fmus_2.0_me_Test-FMUs_0.0.1_BouncingBall_BouncingBall.fmu,False,2,"The combination causality=""parameter"" and variability=""constant"" in variable ""v_...",2.0,True,True,3,0,2,
results/downloads\NTNU-IHB\FMI4cpp\resources_fmus_2.0_me_Test-FMUs_0.0.1_Dahlquist_Dahlquist.fmu,False,0,,2.0,True,True,1,0,1,
results/downloads\NTNU-IHB\FMI4cpp\resources_fmus_2.0_me_Test-FMUs_0.0.1_Feedthrough_Feedthrough.fmu,False,0,,2.0,True,True,3,4,4,
results/downloads\NTNU-IHB\FMI4cpp\resources_fmus_2.0_me_Test-FMUs_0.0.1_Resource_Resource.fmu,False,2,"The variable ""y"" (line 32) has initial=""calculated"" but provides a start value.",2.0,True,True,0,0,1,
results/downloads\NTNU-IHB\FMI4cpp\resources_fmus_2.0_me_Test-FMUs_0.0.1_Stair_Stair.fmu,False,0,,2.0,True,True,0,0,1,
results/downloads\NTNU-IHB\FMI4cpp\resources_fmus_2.0_me_Test-FMUs_0.0.1_VanDerPol_VanDerPol.fmu,False,0,,2.0,True,True,1,0,2,
results/downloads\NTNU-IHB\FMI4j\fmi-import_src_test_resources_illegal.fmu,True,0,Exception: File is not a zip file,,,,,,,
results/downloads\NTNU-IHB\FMI4j\test-fmus_fmus_1.0_cs_BouncingBall.fmu,False,0,,1.0,True,False,2,0,2,
results/downloads\NTNU-IHB\FMI4j\test-fmus_fmus_1.0_cs_VanDerPol.fmu,False,0,,1.0,True,False,1,0,2,
results/downloads\NTNU-IHB\FMI4j\test-fmus_fmus_1.0_cs_identity.fmu,False,0,,1.0,True,False,0,4,4,
results/downloads\NTNU-IHB\FMI4j\test-fmus_fmus_2.0_both_Test-FMUs_0.0.1_BouncingBall_BouncingBall.fmu,False,2,"The combination causality=""parameter"" and variability=""constant"" in variable ""v_...",2.0,True,True,3,0,2,
